Year,Semester,Link
2014,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1144/seating_availability.html?subject=CECRT
2014,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1146/seating_availability.html?subject=CECRT
2014,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1148/seating_availability.html?subject=CECRT
2015,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1154/seating_availability.html?subject=CECRT
2015,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1156/seating_availability.html?subject=CECRT
2015,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1158/seating_availability.html?subject=CECRT
2016,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1164/seating_availability.html?subject=CECRT
2016,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1166/seating_availability.html?subject=CECRT
2016,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1168/seating_availability.html?subject=CECRT
2017,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1174/seating_availability.html?subject=CECRT
2017,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1176/seating_availability.html?subject=CECRT
2017,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1178/seating_availability.html?subject=CECRT
2018,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1184/seating_availability.html?subject=CECRT
2018,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1186/seating_availability.html?subject=CECRT
2018,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1188/seating_availability.html?subject=CECRT
2019,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1194/seating_availability.html?subject=CECRT
2019,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1196/seating_availability.html?subject=CECRT
2019,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1198/seating_availability.html?subject=CECRT
2020,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1204/seating_availability.html?subject=CECRT
2020,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1206/seating_availability.html?subject=CECRT
2020,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1208/seating_availability.html?subject=CECRT
2021,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1214/seating_availability.html?subject=CECRT
2021,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1216/seating_availability.html?subject=CECRT
2021,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1218/seating_availability.html?subject=CECRT
2022,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1224/seating_availability.html?subject=CECRT
2022,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1226/seating_availability.html?subject=CECRT
2022,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1228/seating_availability.html?subject=CECRT
2000,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1004/seating_availability.html?subject=CERM
2000,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1006/seating_availability.html?subject=CERM
2000,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1008/seating_availability.html?subject=CERM
2001,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1014/seating_availability.html?subject=CERM
2001,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1016/seating_availability.html?subject=CERM
2001,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1018/seating_availability.html?subject=CERM
2002,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1024/seating_availability.html?subject=CERM
2002,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1026/seating_availability.html?subject=CERM
2002,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1028/seating_availability.html?subject=CERM
2003,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1034/seating_availability.html?subject=CERM
2003,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1036/seating_availability.html?subject=CERM
2003,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1038/seating_availability.html?subject=CERM
2004,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1044/seating_availability.html?subject=CERM
2004,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1046/seating_availability.html?subject=CERM
2004,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1048/seating_availability.html?subject=CERM
2005,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1054/seating_availability.html?subject=CERM
2005,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1056/seating_availability.html?subject=CERM
2005,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1058/seating_availability.html?subject=CERM
2006,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1064/seating_availability.html?subject=CERM
2006,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1066/seating_availability.html?subject=CERM
2006,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1068/seating_availability.html?subject=CERM
2007,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1074/seating_availability.html?subject=CERM
2007,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1076/seating_availability.html?subject=CERM
2007,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1078/seating_availability.html?subject=CERM
2008,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1084/seating_availability.html?subject=CERM
2008,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1086/seating_availability.html?subject=CERM
2008,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1088/seating_availability.html?subject=CERM
2009,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1094/seating_availability.html?subject=CERM
2009,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1096/seating_availability.html?subject=CERM
2009,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1098/seating_availability.html?subject=CERM
2010,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1104/seating_availability.html?subject=CERM
2010,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1106/seating_availability.html?subject=CERM
2010,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1108/seating_availability.html?subject=CERM
2011,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1114/seating_availability.html?subject=CERM
2011,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1116/seating_availability.html?subject=CERM
2011,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1118/seating_availability.html?subject=CERM
2012,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1124/seating_availability.html?subject=CERM
2012,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1126/seating_availability.html?subject=CERM
2012,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1128/seating_availability.html?subject=CERM
2013,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1134/seating_availability.html?subject=CERM
2013,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1136/seating_availability.html?subject=CERM
2013,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1138/seating_availability.html?subject=CERM
2014,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1144/seating_availability.html?subject=CERM
2014,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1146/seating_availability.html?subject=CERM
2014,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1148/seating_availability.html?subject=CERM
2015,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1154/seating_availability.html?subject=CERM
2015,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1156/seating_availability.html?subject=CERM
2015,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1158/seating_availability.html?subject=CERM
2016,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1164/seating_availability.html?subject=CERM
2016,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1166/seating_availability.html?subject=CERM
2016,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1168/seating_availability.html?subject=CERM
2017,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1174/seating_availability.html?subject=CERM
2017,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1176/seating_availability.html?subject=CERM
2017,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1178/seating_availability.html?subject=CERM
2018,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1184/seating_availability.html?subject=CERM
2018,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1186/seating_availability.html?subject=CERM
2018,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1188/seating_availability.html?subject=CERM
2019,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1194/seating_availability.html?subject=CERM
2019,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1196/seating_availability.html?subject=CERM
2019,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1198/seating_availability.html?subject=CERM
2020,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1204/seating_availability.html?subject=CERM
2020,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1206/seating_availability.html?subject=CERM
2020,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1208/seating_availability.html?subject=CERM
2021,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1214/seating_availability.html?subject=CERM
2021,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1216/seating_availability.html?subject=CERM
2021,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1218/seating_availability.html?subject=CERM
2022,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1224/seating_availability.html?subject=CERM
2022,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1226/seating_availability.html?subject=CERM
2022,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1228/seating_availability.html?subject=CERM
2000,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1004/seating_availability.html?subject=CH%20EN
2000,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1006/seating_availability.html?subject=CH%20EN
2000,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1008/seating_availability.html?subject=CH%20EN
2001,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1014/seating_availability.html?subject=CH%20EN
2001,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1016/seating_availability.html?subject=CH%20EN
2001,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1018/seating_availability.html?subject=CH%20EN
2002,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1024/seating_availability.html?subject=CH%20EN
2002,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1026/seating_availability.html?subject=CH%20EN
2002,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1028/seating_availability.html?subject=CH%20EN
2003,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1034/seating_availability.html?subject=CH%20EN
2003,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1036/seating_availability.html?subject=CH%20EN
2003,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1038/seating_availability.html?subject=CH%20EN
2004,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1044/seating_availability.html?subject=CH%20EN
2004,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1046/seating_availability.html?subject=CH%20EN
2004,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1048/seating_availability.html?subject=CH%20EN
2005,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1054/seating_availability.html?subject=CH%20EN
2005,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1056/seating_availability.html?subject=CH%20EN
2005,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1058/seating_availability.html?subject=CH%20EN
2006,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1064/seating_availability.html?subject=CH%20EN
2006,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1066/seating_availability.html?subject=CH%20EN
2006,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1068/seating_availability.html?subject=CH%20EN
2007,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1074/seating_availability.html?subject=CH%20EN
2007,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1076/seating_availability.html?subject=CH%20EN
2007,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1078/seating_availability.html?subject=CH%20EN
2008,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1084/seating_availability.html?subject=CH%20EN
2008,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1086/seating_availability.html?subject=CH%20EN
2008,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1088/seating_availability.html?subject=CH%20EN
2009,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1094/seating_availability.html?subject=CH%20EN
2009,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1096/seating_availability.html?subject=CH%20EN
2009,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1098/seating_availability.html?subject=CH%20EN
2010,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1104/seating_availability.html?subject=CH%20EN
2010,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1106/seating_availability.html?subject=CH%20EN
2010,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1108/seating_availability.html?subject=CH%20EN
2011,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1114/seating_availability.html?subject=CH%20EN
2011,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1116/seating_availability.html?subject=CH%20EN
2011,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1118/seating_availability.html?subject=CH%20EN
2012,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1124/seating_availability.html?subject=CH%20EN
2012,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1126/seating_availability.html?subject=CH%20EN
2012,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1128/seating_availability.html?subject=CH%20EN
2013,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1134/seating_availability.html?subject=CH%20EN
2013,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1136/seating_availability.html?subject=CH%20EN
2013,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1138/seating_availability.html?subject=CH%20EN
2014,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1144/seating_availability.html?subject=CH%20EN
2014,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1146/seating_availability.html?subject=CH%20EN
2014,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1148/seating_availability.html?subject=CH%20EN
2015,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1154/seating_availability.html?subject=CH%20EN
2015,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1156/seating_availability.html?subject=CH%20EN
2015,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1158/seating_availability.html?subject=CH%20EN
2016,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1164/seating_availability.html?subject=CH%20EN
2016,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1166/seating_availability.html?subject=CH%20EN
2016,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1168/seating_availability.html?subject=CH%20EN
2017,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1174/seating_availability.html?subject=CH%20EN
2017,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1176/seating_availability.html?subject=CH%20EN
2017,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1178/seating_availability.html?subject=CH%20EN
2018,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1184/seating_availability.html?subject=CH%20EN
2018,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1186/seating_availability.html?subject=CH%20EN
2018,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1188/seating_availability.html?subject=CH%20EN
2019,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1194/seating_availability.html?subject=CH%20EN
2019,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1196/seating_availability.html?subject=CH%20EN
2019,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1198/seating_availability.html?subject=CH%20EN
2020,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1204/seating_availability.html?subject=CH%20EN
2020,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1206/seating_availability.html?subject=CH%20EN
2020,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1208/seating_availability.html?subject=CH%20EN
2021,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1214/seating_availability.html?subject=CH%20EN
2021,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1216/seating_availability.html?subject=CH%20EN
2021,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1218/seating_availability.html?subject=CH%20EN
2022,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1224/seating_availability.html?subject=CH%20EN
2022,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1226/seating_availability.html?subject=CH%20EN
2022,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1228/seating_availability.html?subject=CH%20EN
2000,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1004/seating_availability.html?subject=CHEM
2000,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1006/seating_availability.html?subject=CHEM
2000,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1008/seating_availability.html?subject=CHEM
2001,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1014/seating_availability.html?subject=CHEM
2001,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1016/seating_availability.html?subject=CHEM
2001,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1018/seating_availability.html?subject=CHEM
2002,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1024/seating_availability.html?subject=CHEM
2002,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1026/seating_availability.html?subject=CHEM
2002,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1028/seating_availability.html?subject=CHEM
2003,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1034/seating_availability.html?subject=CHEM
2003,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1036/seating_availability.html?subject=CHEM
2003,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1038/seating_availability.html?subject=CHEM
2004,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1044/seating_availability.html?subject=CHEM
2004,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1046/seating_availability.html?subject=CHEM
2004,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1048/seating_availability.html?subject=CHEM
2005,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1054/seating_availability.html?subject=CHEM
2005,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1056/seating_availability.html?subject=CHEM
2005,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1058/seating_availability.html?subject=CHEM
2006,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1064/seating_availability.html?subject=CHEM
2006,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1066/seating_availability.html?subject=CHEM
2006,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1068/seating_availability.html?subject=CHEM
2007,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1074/seating_availability.html?subject=CHEM
2007,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1076/seating_availability.html?subject=CHEM
2007,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1078/seating_availability.html?subject=CHEM
2008,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1084/seating_availability.html?subject=CHEM
2008,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1086/seating_availability.html?subject=CHEM
2008,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1088/seating_availability.html?subject=CHEM
2009,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1094/seating_availability.html?subject=CHEM
2009,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1096/seating_availability.html?subject=CHEM
2009,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1098/seating_availability.html?subject=CHEM
2010,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1104/seating_availability.html?subject=CHEM
2010,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1106/seating_availability.html?subject=CHEM
2010,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1108/seating_availability.html?subject=CHEM
2011,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1114/seating_availability.html?subject=CHEM
2011,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1116/seating_availability.html?subject=CHEM
2011,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1118/seating_availability.html?subject=CHEM
2012,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1124/seating_availability.html?subject=CHEM
2012,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1126/seating_availability.html?subject=CHEM
2012,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1128/seating_availability.html?subject=CHEM
2013,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1134/seating_availability.html?subject=CHEM
2013,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1136/seating_availability.html?subject=CHEM
2013,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1138/seating_availability.html?subject=CHEM
2014,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1144/seating_availability.html?subject=CHEM
2014,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1146/seating_availability.html?subject=CHEM
2014,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1148/seating_availability.html?subject=CHEM
2015,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1154/seating_availability.html?subject=CHEM
2015,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1156/seating_availability.html?subject=CHEM
2015,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1158/seating_availability.html?subject=CHEM
2016,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1164/seating_availability.html?subject=CHEM
2016,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1166/seating_availability.html?subject=CHEM
2016,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1168/seating_availability.html?subject=CHEM
2017,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1174/seating_availability.html?subject=CHEM
2017,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1176/seating_availability.html?subject=CHEM
2017,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1178/seating_availability.html?subject=CHEM
2018,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1184/seating_availability.html?subject=CHEM
2018,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1186/seating_availability.html?subject=CHEM
2018,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1188/seating_availability.html?subject=CHEM
2019,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1194/seating_availability.html?subject=CHEM
2019,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1196/seating_availability.html?subject=CHEM
2019,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1198/seating_availability.html?subject=CHEM
2020,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1204/seating_availability.html?subject=CHEM
2020,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1206/seating_availability.html?subject=CHEM
2020,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1208/seating_availability.html?subject=CHEM
2021,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1214/seating_availability.html?subject=CHEM
2021,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1216/seating_availability.html?subject=CHEM
2021,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1218/seating_availability.html?subject=CHEM
2022,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1224/seating_availability.html?subject=CHEM
2022,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1226/seating_availability.html?subject=CHEM
2022,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1228/seating_availability.html?subject=CHEM
2000,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1004/seating_availability.html?subject=CHIN
2000,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1006/seating_availability.html?subject=CHIN
2000,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1008/seating_availability.html?subject=CHIN
2001,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1014/seating_availability.html?subject=CHIN
2001,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1016/seating_availability.html?subject=CHIN
2001,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1018/seating_availability.html?subject=CHIN
2002,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1024/seating_availability.html?subject=CHIN
2002,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1026/seating_availability.html?subject=CHIN
2002,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1028/seating_availability.html?subject=CHIN
2003,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1034/seating_availability.html?subject=CHIN
2003,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1036/seating_availability.html?subject=CHIN
2003,Fall,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1038/seating_availability.html?subject=CHIN
2004,Spring,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1044/seating_availability.html?subject=CHIN
2004,Summer,https://student.apps.utah.edu/uofu/stu/ClassSchedules/main/1046/seating_availability.html?subject=CHIN
